X,CH1,CH2,
Second,Volt,Volt,
-9.7999974668e-03,0.00e+00,-3.00e-01
-9.6999976367e-03,0.00e+00,-2.60e-01
-9.5999978065e-03,0.00e+00,-3.20e-01
-9.4999979764e-03,0.00e+00,-2.20e-01
-9.3999962837e-03,0.00e+00,-2.80e-01
-9.2999964535e-03,4.00e-02,-3.60e-01
-9.1999966234e-03,0.00e+00,-2.40e-01
-9.0999967933e-03,0.00e+00,-3.20e-01
-8.9999969631e-03,0.00e+00,-3.20e-01
-8.8999971330e-03,0.00e+00,-2.60e-01
-8.7999973029e-03,0.00e+00,-3.20e-01
-8.6999974728e-03,0.00e+00,-2.40e-01
-8.5999976426e-03,0.00e+00,-2.60e-01
-8.4999978125e-03,0.00e+00,-3.20e-01
-8.3999979824e-03,0.00e+00,-2.40e-01
-8.2999962896e-03,2.00e-02,-3.20e-01
-8.1999964595e-03,2.00e-02,-3.20e-01
-8.0999966294e-03,-2.00e-02,-2.40e-01
-7.9999967992e-03,0.00e+00,-3.40e-01
-7.8999969691e-03,0.00e+00,-2.60e-01
-7.7999971390e-03,0.00e+00,-2.60e-01
-7.6999973089e-03,-2.00e-02,-3.20e-01
-7.5999974787e-03,0.00e+00,-2.40e-01
-7.4999976486e-03,0.00e+00,-3.20e-01
-7.3999978185e-03,0.00e+00,-3.20e-01
-7.2999979883e-03,0.00e+00,-2.60e-01
-7.1999981582e-03,0.00e+00,-3.20e-01
-7.0999964654e-03,2.00e-02,-2.60e-01
-6.9999966353e-03,0.00e+00,-3.40e-01
-6.8999968052e-03,0.00e+00,-2.40e-01
-6.7999969751e-03,0.00e+00,-2.40e-01
-6.6999971449e-03,-2.00e-02,-3.20e-01
-6.5999973148e-03,0.00e+00,-2.40e-01
-6.4999974847e-03,-2.00e-02,-3.40e-01
-6.3999976546e-03,0.00e+00,-3.20e-01
-6.2999978244e-03,0.00e+00,-2.40e-01
-6.1999979943e-03,0.00e+00,-3.20e-01
-6.0999981642e-03,2.00e-02,-2.40e-01
-5.9999983341e-03,0.00e+00,-3.20e-01
-5.8999966413e-03,0.00e+00,-2.60e-01
-5.7999968112e-03,0.00e+00,-2.60e-01
-5.6999969810e-03,2.00e-02,-3.20e-01
-5.5999971509e-03,0.00e+00,-3.20e-01
-5.4999973208e-03,2.00e-02,-2.40e-01
-5.3999974906e-03,0.00e+00,-1.60e-01
-5.2999976605e-03,2.00e-02,-3.20e-01
-5.1999978304e-03,0.00e+00,-3.20e-01
-5.0999980003e-03,0.00e+00,-2.60e-01
-4.9999981701e-03,0.00e+00,-2.60e-01
-4.8999983400e-03,0.00e+00,-3.20e-01
-4.7999966472e-03,-6.00e-02,-3.20e-01
-4.6999968171e-03,2.00e-02,-2.40e-01
-4.5999969870e-03,0.00e+00,-3.20e-01
-4.4999971569e-03,0.00e+00,-2.40e-01
-4.3999973267e-03,0.00e+00,-3.20e-01
-4.2999974966e-03,2.00e-02,-2.60e-01
-4.1999976665e-03,-6.00e-02,-2.20e-01
-4.0999978364e-03,0.00e+00,-3.20e-01
-3.9999980062e-03,0.00e+00,-2.40e-01
-3.8999981761e-03,0.00e+00,-3.20e-01
-3.7999983460e-03,0.00e+00,-2.40e-01
-3.6999985158e-03,2.00e-02,-3.20e-01
-3.5999968231e-03,0.00e+00,-3.20e-01
-3.4999969929e-03,0.00e+00,-2.40e-01
-3.3999971628e-03,2.00e-02,-3.20e-01
-3.2999973327e-03,0.00e+00,-2.80e-01
-3.1999975026e-03,0.00e+00,-2.60e-01
-3.0999976724e-03,-2.80e-01,-3.20e-01
-2.9999978423e-03,1.20e-01,-3.20e-01
-2.8999980122e-03,-4.60e-01,-2.40e-01
-2.7999981821e-03,-5.00e-01,-3.20e-01
-2.6999983519e-03,0.00e+00,-2.60e-01
-2.5999985218e-03,-5.20e-01,-1.60e-01
-2.4999986917e-03,-2.00e-02,-3.00e-01
-2.3999969989e-03,-2.00e-02,-3.20e-01
-2.2999971688e-03,-5.00e-01,-2.40e-01
-2.1999973387e-03,2.00e-02,-2.20e-01
-2.0999975085e-03,-5.00e-01,-3.20e-01
-1.9999976784e-03,0.00e+00,-2.40e-01
-1.8999978483e-03,-5.20e-01,-3.20e-01
-1.7999980181e-03,7.99e-02,-1.20e-01
-1.6999981880e-03,-5.80e-01,-3.20e-01
-1.5999983579e-03,7.99e-02,-2.40e-01
-1.4999985278e-03,-6.60e-01,-3.20e-01
-1.3999986976e-03,-5.40e-01,-2.60e-01
-1.2999970049e-03,-1.00e-01,-3.00e-01
-1.1999971747e-03,-5.80e-01,-3.20e-01
-1.0999973446e-03,-2.00e-02,-2.20e-01
-9.9999751449e-04,-7.20e-01,-4.80e-01
-8.9999768436e-04,4.00e-02,-2.40e-01
-7.9999785423e-04,-5.00e-01,-2.80e-01
-6.9999802411e-04,-1.20e-01,-3.20e-01
-5.9999819398e-04,-6.60e-01,-3.00e-01
-4.9999836385e-04,4.00e-02,-2.40e-01
-3.9999853373e-04,-7.99e-02,-2.40e-01
-2.9999870360e-04,-5.00e-01,-3.20e-01
-1.9999887347e-04,-5.40e-01,-3.20e-01
-9.9997180700e-05,-7.99e-02,-2.40e-01
2.6494264595e-09,6.00e-01,-2.40e-01
1.0000247955e-04,-4.20e-01,-3.20e-01
2.0000230968e-04,-5.40e-01,-3.20e-01
3.0000213981e-04,2.40e-01,-2.40e-01
4.0000196993e-04,5.60e-01,-2.40e-01
5.0000180006e-04,-3.80e-01,-3.00e-01
6.0000163019e-04,-5.80e-01,-3.20e-01
7.0000146031e-04,0.00e+00,-2.20e-01
8.0000129044e-04,-5.00e-01,-2.40e-01
9.0000112057e-04,-1.40e-01,-3.00e-01
1.0000009507e-03,-5.20e-01,-3.00e-01
1.1000026435e-03,-6.00e-02,-2.40e-01
1.2000024736e-03,-5.00e-01,-3.20e-01
1.3000023037e-03,-1.40e-01,-2.40e-01
1.4000021338e-03,6.00e-02,-2.20e-01
1.5000019640e-03,-6.20e-01,-3.20e-01
1.6000017941e-03,-2.20e-01,-2.20e-01
1.7000016242e-03,-4.60e-01,-3.20e-01
1.8000014544e-03,-6.20e-01,-2.20e-01
1.9000012845e-03,-6.00e-02,-3.20e-01
2.0000011146e-03,1.60e-01,-3.20e-01
2.1000009447e-03,-4.40e-01,-2.20e-01
2.2000026375e-03,5.20e-01,-2.20e-01
2.3000024676e-03,-5.00e-01,-3.00e-01
2.4000022978e-03,-5.00e-01,-3.20e-01
2.5000021279e-03,-1.00e-01,-2.40e-01
2.6000019580e-03,-5.20e-01,-1.20e-01
2.7000017881e-03,5.00e-01,-3.20e-01
2.8000016183e-03,-4.80e-01,-2.60e-01
2.9000014484e-03,5.00e-01,-3.20e-01
3.0000012785e-03,4.80e-01,-3.20e-01
3.1000011086e-03,4.60e-01,-2.60e-01
3.2000009388e-03,4.80e-01,-3.00e-01
3.3000007689e-03,4.60e-01,-2.60e-01
3.4000024617e-03,4.80e-01,-3.20e-01
3.5000022918e-03,4.80e-01,-2.60e-01
3.6000021219e-03,4.80e-01,-2.40e-01
3.7000019521e-03,4.80e-01,-3.20e-01
3.8000017822e-03,4.80e-01,-2.60e-01
3.9000016123e-03,4.60e-01,-3.00e-01
4.0000014424e-03,4.80e-01,-2.60e-01
4.1000012726e-03,4.60e-01,-3.40e-01
4.2000011027e-03,4.60e-01,-2.40e-01
4.3000009328e-03,4.80e-01,-3.20e-01
4.4000007629e-03,5.00e-01,-2.40e-01
4.5000024557e-03,4.40e-01,-3.20e-01
4.6000013545e-03,4.80e-01,-2.40e-01
4.7000011846e-03,4.60e-01,-3.00e-01
4.8000019461e-03,4.80e-01,-2.40e-01
4.9000017762e-03,4.80e-01,-3.20e-01
5.0000016063e-03,5.00e-01,-2.40e-01
5.1000014365e-03,4.60e-01,-3.20e-01
5.2000012666e-03,4.80e-01,-2.60e-01
5.3000010967e-03,4.60e-01,-3.20e-01
5.4000018582e-03,4.80e-01,-3.00e-01
5.5000016883e-03,4.60e-01,-2.40e-01
5.6000015184e-03,4.80e-01,-3.20e-01
5.7000013486e-03,4.60e-01,-2.40e-01
5.8000011787e-03,4.80e-01,-3.20e-01
5.9000010088e-03,4.60e-01,-2.60e-01
6.0000017703e-03,4.60e-01,-2.40e-01
6.1000016004e-03,4.80e-01,-3.20e-01
6.2000014305e-03,4.60e-01,-2.40e-01
6.3000012606e-03,4.80e-01,-3.20e-01
6.4000010908e-03,4.60e-01,-2.40e-01
6.5000009209e-03,4.80e-01,-3.20e-01
6.6000016823e-03,4.40e-01,-3.20e-01
6.7000015125e-03,4.80e-01,-2.20e-01
6.8000013426e-03,4.60e-01,-2.40e-01
6.9000011727e-03,4.80e-01,-3.40e-01
7.0000010028e-03,4.60e-01,-3.20e-01
7.1000008330e-03,4.80e-01,-2.40e-01
7.2000015944e-03,4.60e-01,-2.20e-01
7.3000014246e-03,4.80e-01,-3.00e-01
7.4000012547e-03,4.60e-01,-2.20e-01
7.5000010848e-03,4.80e-01,-3.00e-01
7.6000009149e-03,4.80e-01,-3.00e-01
7.7000016764e-03,4.00e-01,-6.00e-02
