X,CH1,CH2,
Second,Volt,Volt,
-1.6799994934e-02,0.00e+00,-1.20e+00
-1.6599995273e-02,0.00e+00,4.00e-01
-1.6399995613e-02,-4.00e-02,1.80e+00
-1.6199995953e-02,4.00e-02,-2.00e-01
-1.5999992567e-02,-4.00e-02,0.00e+00
-1.5799992907e-02,4.00e-02,1.46e+01
-1.5599993247e-02,4.00e-02,2.00e-01
-1.5399993587e-02,-4.00e-02,-2.00e+00
-1.5199993926e-02,0.00e+00,-6.00e-01
-1.4999994266e-02,4.00e-02,4.00e-01
-1.4799994606e-02,-4.00e-02,1.80e+00
-1.4599994946e-02,4.00e-02,0.00e+00
-1.4399995285e-02,-4.00e-02,0.00e+00
-1.4199995625e-02,4.00e-02,1.44e+01
-1.3999995965e-02,0.00e+00,2.00e-01
-1.3799992579e-02,4.00e-02,-4.00e-01
-1.3599992919e-02,-4.00e-02,2.00e-01
-1.3399993259e-02,4.00e-02,-1.00e+00
-1.3199993598e-02,0.00e+00,0.00e+00
-1.2999993938e-02,4.00e-02,1.20e+00
-1.2799994278e-02,4.00e-02,0.00e+00
-1.2599994618e-02,0.00e+00,1.46e+01
-1.2399994957e-02,4.00e-02,2.00e-01
-1.2199995297e-02,0.00e+00,-8.00e-01
-1.1999995637e-02,0.00e+00,-1.20e+00
-1.1799995977e-02,0.00e+00,4.00e-01
-1.1599996316e-02,4.00e-02,6.00e-01
-1.1399992931e-02,-4.00e-02,0.00e+00
-1.1199993271e-02,0.00e+00,4.00e-01
-1.0999993610e-02,4.00e-02,-3.80e+00
-1.0799993950e-02,0.00e+00,2.00e-01
-1.0599994290e-02,0.00e+00,-1.00e+00
-1.0399994630e-02,-4.00e-02,-6.00e-01
-1.0199994969e-02,4.00e-02,4.00e-01
-9.9999953091e-03,0.00e+00,6.00e-01
-9.7999956489e-03,4.00e-02,0.00e+00
-9.5999959886e-03,0.00e+00,4.00e-01
-9.3999963284e-03,4.00e-02,-6.20e+00
-9.1999966681e-03,0.00e+00,2.00e-01
-8.9999932826e-03,0.00e+00,-6.00e-01
-8.7999936223e-03,-4.00e-02,-2.00e-01
-8.5999939620e-03,4.00e-02,4.00e-01
-8.3999943018e-03,-4.00e-02,4.00e-01
-8.1999946415e-03,4.00e-02,0.00e+00
-7.9999949813e-03,0.00e+00,0.00e+00
-7.7999953210e-03,-4.00e-02,2.00e-01
-7.5999956608e-03,0.00e+00,-9.80e+00
-7.3999960005e-03,-4.00e-02,4.00e-01
-7.1999963403e-03,-4.00e-02,-8.00e-01
-6.9999966800e-03,4.00e-02,2.00e-01
-6.7999932945e-03,0.00e+00,-4.00e-01
-6.5999936342e-03,0.00e+00,4.00e-01
-6.3999939740e-03,4.00e-02,1.00e+00
-6.1999943137e-03,-4.00e-02,-2.00e-01
-5.9999946535e-03,4.00e-02,-7.60e+00
-5.7999949932e-03,-4.00e-02,4.00e-01
-5.5999953330e-03,-4.00e-02,-4.00e-01
-5.3999956727e-03,0.00e+00,2.00e-01
